!Num,...Nombre...,#Uni,Tipo,.PotIns,.GerMin,.GerMax,..Teif.,..Ih...,.CVaria,.MR.,Comb,...G1..,.CEsp.1,...G2..,.CEsp.2,...G3..,.CEsp.3,NAdF,...1,...2,...3,ComT,CTransp,StartUp,sfal,NGas,NuCC,..NombreCC..,CoefE.
224.0000,Alman,1,1,34.5000,0,34.5000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225.0000,ThalIndus,1,1,20.0000,0,20.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226.0000,RaniPur,1,1,60.0000,0,60.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227.0000,Digri Gen,1,1,25.0000,0,25.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228.0000,Popular,1,1,30.0000,0,30.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.0000,FAUJI_KBRWL,1,0,151.2000,0,151.2000,0.06278538812785388,0.06278538812785388,197.2027972027972,0,2,100,0.009202849827149426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257.0000,Ms-Layyah,1,0,22.4100,0,22.4100,0.06278538812785388,0.06278538812785388,174.669894128343,1,7,100,0.001945231987000772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202.0000,FATIMA_ENGY,1,0,118.0000,0,118.0000,0.06278538812785388,0.06278538812785388,199.89040773961065,1,7,100,0.001756709372892785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249.0000,CHANNAR,1,0,20.7800,0,20.7800,0.06278538812785388,0.06278538812785388,186.1065228274274,1,7,100,0.002016700771660604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248.0000,ALMOIZ,1,0,20.6500,0,20.6500,0.06278538812785388,0.06278538812785388,177.4630915445723,1,7,100,0.002016700771660604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229.0000,Darya khan,1,1,40.0000,0,40.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230.0000,Almaghni,1,1,40.0000,0,40.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241.0000,HamzaSMill,1,1,45.0000,0,45.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243.0000,TwoStarInd,1,1,49.0000,0,49.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242.0000,RYKEnergy,1,1,25.0000,0,25.0000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282.0000,KAPCO-B2-132,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,85.92700729927007,0,1,100,0.008713169979552845,0,0,0,0,3,284.0000,285.0000,283.0000,0,0,0,0,0,0,0,1
283.0000,KAP_B2_132LN,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,85.92700729927007,0,2,100,0.008713840378104784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284.0000,KAP_B2_132FO,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,179.34306569343067,0,5,100,0.00020876369327073554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285.0000,KAP_B2_132HS,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,99.32846715328468,0,6,100,0.22945244956772334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73.0000,RYKML,1,0,20.7300,0,20.7300,0.06278538812785388,0.06278538812785388,177.4630915445723,1,7,100,0.0020167687603456236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.0000,LIBRTY_PWR,1,0,211.9090,0,211.9090,0.06278538812785388,0.06278538812785388,86.91308691308691,0,11,100,0.0054939759036144575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.0000,JDW-III,1,0,24.4100,0,24.4100,0.06278538812785388,0.06278538812785388,177.4630915445723,1,7,100,0.0020167687603456236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145.0000,LakhraCoal,1,0,30.0000,0,30.0000,0.06278538812785388,0.06278538812785388,44.42142857142857,0,4,100,0.0011357395254921756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137.0000,KOTRI_B3,1,0,71.5000,0,71.5000,0.06278538812785388,0.06278538812785388,19.82142857142857,0,1,100,0.010236982132839195,0,0,0,0,1,124.0000,0,0,0,0,0,0,0,0,0,1
124.0000,KOTRI_B3LNG,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,17.200413223140494,0,2,100,0.009818923317800097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.0000,HABIBULLAH,1,0,129.1500,0,129.1500,0.06278538812785388,0.06278538812785388,131.86813186813185,0,1,100,0.008147590361445783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146.0000,NANDIPUR,1,0,286.2000,0,286.2000,0.06278538812785388,0.06278538812785388,151.99115044247787,0,2,100,0.006963227687388319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88.0000,HUBCO_CPIH_1,1,0,1249.1000,0,1249.1000,0.06278538812785388,0.06278538812785388,257.13832602809185,0,3,100,0.00034242738589211613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81.0000,GRANGE_PWR,1,1,,0,,0.06278538812785388,0.06278538812785388,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.0000,LUCKY_PWR,1,1,606.5930,0,606.5930,0.06278538812785388,0.06278538812785388,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89.0000,ORACLE_COAL,1,1,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90.0000,JAMSHORO,1,1,1243.5200,0,1243.5200,0.06278538812785388,0.06278538812785388,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91.0000,SIDDIQSONS,1,1,303.6000,0,303.6000,0.06278538812785388,0.06278538812785388,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.0000,NOORIABAD,1,0,,0,,0.06278538812785388,0.06278538812785388,134.7,0,2,100,0.00613251700680272,0,0,0,0,1,100.0000,0,0,0,0,0,0,0,0,0,1
